name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Francis Rooney,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.975,0.025
Francis Rooney,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.981,0.019
Francis Rooney,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.98,0.02
Francis Rooney,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.978,0.022
Francis Rooney,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.996,0.004
Francis Rooney,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.954,0.046
Francis Rooney,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.995,0.005
Francis Rooney,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.997,0.003
Francis Rooney,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.987,0.013
Francis Rooney,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.992,0.008
Francis Rooney,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.992,0.008
Francis Rooney,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.992,0.008
Francis Rooney,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.992,0.008
Francis Rooney,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.988,0.012
Francis Rooney,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.996,0.004
Francis Rooney,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.993,0.007
Francis Rooney,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.988,0.012
Francis Rooney,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.983,0.017
Francis Rooney,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.996,0.004
Francis Rooney,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.977,0.023
Francis Rooney,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.958,0.042
Francis Rooney,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.997,0.003
Dan Newhouse,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.978,0.022
Dan Newhouse,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.982,0.018
Dan Newhouse,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.982,0.018
Dan Newhouse,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.98,0.02
Dan Newhouse,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.997,0.003
Dan Newhouse,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.958,0.042
Dan Newhouse,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.996,0.004
Dan Newhouse,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.998,0.002
Dan Newhouse,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.989,0.011
Dan Newhouse,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.994,0.006
Dan Newhouse,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.993,0.007
Dan Newhouse,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.993,0.007
Dan Newhouse,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.994,0.006
Dan Newhouse,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.99,0.01
Dan Newhouse,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.997,0.003
Dan Newhouse,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.994,0.006
Dan Newhouse,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.99,0.01
Dan Newhouse,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.986,0.014
Dan Newhouse,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.997,0.003
Dan Newhouse,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.979,0.021
Dan Newhouse,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.962,0.038
Dan Newhouse,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.997,0.003
Ruben Gallego,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.002,-0.002
Ruben Gallego,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.687,0.313
Ruben Gallego,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.004,-0.004
Ruben Gallego,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.0,0.0
Ruben Gallego,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Ruben Gallego,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.005,-0.005
Ruben Gallego,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.0,0.0
Ruben Gallego,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Ruben Gallego,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Ruben Gallego,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Ruben Gallego,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.0,0.0
Ruben Gallego,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.0,0.0
Ruben Gallego,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.0,0.0
Ruben Gallego,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Ruben Gallego,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Ruben Gallego,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Ruben Gallego,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.0,0.0
Ruben Gallego,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.0,0.0
Ruben Gallego,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Ruben Gallego,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.042,-0.042
Ruben Gallego,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.0,0.0
Ruben Gallego,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Not voting,0.0,NA
Adam B. Schiff,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.002,-0.002
Adam B. Schiff,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.683,0.317
Adam B. Schiff,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.003,-0.003
Adam B. Schiff,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.0,0.0
Adam B. Schiff,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Adam B. Schiff,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.004,-0.004
Adam B. Schiff,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.0,0.0
Adam B. Schiff,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Adam B. Schiff,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Adam B. Schiff,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Adam B. Schiff,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.0,0.0
Adam B. Schiff,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.0,0.0
Adam B. Schiff,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.0,0.0
Adam B. Schiff,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Adam B. Schiff,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Adam B. Schiff,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Adam B. Schiff,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.0,0.0
Adam B. Schiff,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.0,0.0
Adam B. Schiff,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Adam B. Schiff,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.04,-0.04
Adam B. Schiff,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.0,0.0
Adam B. Schiff,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
Elise M. Stefanik,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.919,0.081
Elise M. Stefanik,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.971,0.029
Elise M. Stefanik,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.933,0.067
Elise M. Stefanik,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.914,0.086
Elise M. Stefanik,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.969,0.031
Elise M. Stefanik,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.883,0.117
Elise M. Stefanik,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.961,0.039
Elise M. Stefanik,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.971,0.029
Elise M. Stefanik,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.933,0.067
Elise M. Stefanik,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.951,0.049
Elise M. Stefanik,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.953,0.047
Elise M. Stefanik,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.949,0.051
Elise M. Stefanik,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.952,0.048
Elise M. Stefanik,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.932,-0.932
Elise M. Stefanik,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.97,0.03
Elise M. Stefanik,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.956,0.044
Elise M. Stefanik,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.935,0.065
Elise M. Stefanik,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.931,0.069
Elise M. Stefanik,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.967,0.033
Elise M. Stefanik,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.942,0.058
Elise M. Stefanik,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.872,0.128
Elise M. Stefanik,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.969,0.031
Adam Smith,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.003,-0.003
Adam Smith,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.703,0.297
Adam Smith,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.006,-0.006
Adam Smith,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.0,0.0
Adam Smith,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Adam Smith,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.007,-0.007
Adam Smith,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.0,0.0
Adam Smith,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Adam Smith,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Adam Smith,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Adam Smith,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Not voting,0.0,NA
Adam Smith,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Not voting,0.0,NA
Adam Smith,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Not voting,0.0,NA
Adam Smith,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Adam Smith,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Adam Smith,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Adam Smith,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.0,0.0
Adam Smith,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.0,0.0
Adam Smith,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Adam Smith,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.053,-0.053
Adam Smith,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.001,-0.001
Adam Smith,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
Ken Buck,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.979,0.021
Ken Buck,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.982,0.018
Ken Buck,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.983,0.017
Ken Buck,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.982,0.018
Ken Buck,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.997,0.003
Ken Buck,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.959,0.041
Ken Buck,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.996,0.004
Ken Buck,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.998,0.002
Ken Buck,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.989,0.011
Ken Buck,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.994,0.006
Ken Buck,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.994,0.006
Ken Buck,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.994,0.006
Ken Buck,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.994,0.006
Ken Buck,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.991,0.009
Ken Buck,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.997,0.003
Ken Buck,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.994,0.006
Ken Buck,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.991,0.009
Ken Buck,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.986,0.014
Ken Buck,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.997,0.003
Ken Buck,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.98,0.02
Ken Buck,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.964,0.036
Ken Buck,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.998,0.002
Marc A. Veasey,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.002,-0.002
Marc A. Veasey,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.687,0.313
Marc A. Veasey,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.004,-0.004
Marc A. Veasey,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.0,0.0
Marc A. Veasey,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Marc A. Veasey,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.005,-0.005
Marc A. Veasey,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.0,0.0
Marc A. Veasey,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Marc A. Veasey,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Marc A. Veasey,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Marc A. Veasey,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.0,0.0
Marc A. Veasey,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.0,0.0
Marc A. Veasey,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.0,0.0
Marc A. Veasey,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Marc A. Veasey,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Marc A. Veasey,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Marc A. Veasey,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.0,0.0
Marc A. Veasey,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.0,0.0
Marc A. Veasey,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Marc A. Veasey,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.042,-0.042
Marc A. Veasey,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.0,0.0
Marc A. Veasey,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
Juan Vargas,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.002,-0.002
Juan Vargas,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.689,0.311
Juan Vargas,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.004,-0.004
Juan Vargas,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.0,0.0
Juan Vargas,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Juan Vargas,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.005,-0.005
Juan Vargas,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.0,0.0
Juan Vargas,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Juan Vargas,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Juan Vargas,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Juan Vargas,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.0,0.0
Juan Vargas,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.0,0.0
Juan Vargas,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.0,0.0
Juan Vargas,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Juan Vargas,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Juan Vargas,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Juan Vargas,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.0,0.0
Juan Vargas,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.0,0.0
Juan Vargas,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Juan Vargas,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.043,-0.043
Juan Vargas,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.0,0.0
Juan Vargas,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
Jackie Walorski,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.979,0.021
Jackie Walorski,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.982,0.018
Jackie Walorski,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.983,0.017
Jackie Walorski,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.982,0.018
Jackie Walorski,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.997,0.003
Jackie Walorski,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.96,0.04
Jackie Walorski,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.997,0.003
Jackie Walorski,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.998,0.002
Jackie Walorski,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.99,0.01
Jackie Walorski,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.994,0.006
Jackie Walorski,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.994,0.006
Jackie Walorski,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.994,0.006
Jackie Walorski,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.994,0.006
Jackie Walorski,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.991,0.009
Jackie Walorski,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.997,0.003
Jackie Walorski,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.995,0.005
Jackie Walorski,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.991,0.009
Jackie Walorski,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.987,0.013
Jackie Walorski,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.997,0.003
Jackie Walorski,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.98,0.02
Jackie Walorski,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.965,0.035
Jackie Walorski,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.998,0.002
Blake Farenthold,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.98,0.02
Blake Farenthold,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.983,0.017
Blake Farenthold,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.984,0.016
Blake Farenthold,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.983,0.017
Blake Farenthold,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.997,0.003
Blake Farenthold,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.962,0.038
Blake Farenthold,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.997,0.003
Blake Farenthold,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.998,0.002
Blake Farenthold,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.991,0.009
Blake Farenthold,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.995,0.005
Blake Farenthold,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.995,0.005
Blake Farenthold,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.995,0.005
Blake Farenthold,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.995,0.005
Blake Farenthold,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.992,0.008
Blake Farenthold,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.998,0.002
Blake Farenthold,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.995,0.005
Blake Farenthold,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.992,0.008
Blake Farenthold,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.988,0.012
Blake Farenthold,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.997,0.003
Blake Farenthold,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.981,0.019
Blake Farenthold,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.967,0.033
Blake Farenthold,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.998,0.002
Lou Barletta,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.981,0.019
Lou Barletta,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.983,0.017
Lou Barletta,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.984,0.016
